name,log2FC,Pval,FDR,comparison,cell_type,label,diffaccessible,dalabel
LINC02593,-0.0256794267178753,0.77833884071274,0.939383431441184,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SAMD11,-0.0405537900001533,0.970445608368211,0.992290306688035,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
NOC2L,-0.0617420741368006,0.323038028739616,0.702710161265143,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
KLHL17,-0.0565848064503617,0.429781120827819,0.776616110567129,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PLEKHN1,-0.0649384466449124,0.281002118253984,0.666103385722121,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ISG15,-0.0561402056537581,0.68576921673938,0.906767656042164,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
HES4,-0.0719261326367293,0.473821981552543,0.800973113918195,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
AGRN,-0.00238711246635902,0.169497506030139,0.537575344212303,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
RNF223,-0.0498667657350099,0.530789455794169,0.838181841276546,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
C1orf159,0.00827042331157009,0.732042764884294,0.923247275677001,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
LINC01342,0.00727931977603705,0.913031385112291,0.978176038066901,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MIR200B,0.0476948046446257,0.194417251412387,0.573681174444606,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TTLL10,0.115388603614965,0.0116584445916168,0.139789503496605,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TNFRSF18,0.0160651261695281,0.698406257844798,0.91129131318856,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SDF4,0.0167228374652102,0.403218484191561,0.760872414277194,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
B3GALT6,0.0161157511514674,0.35598837462011,0.731441713928173,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
UBE2J2,0.0479123236405332,0.144511476802694,0.502796773298731,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SCNN1D,0.125206756124875,0.00309911508372487,0.0621065147039051,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ACAP3,0.0525377467557409,0.0107465734208895,0.133166956888345,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MIR6726,0.13310747410611,0.00687420763730354,0.102294756507493,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PUSL1,0.0146252060934607,0.236190211170508,0.621162151591207,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
INTS11,-0.127897102056812,0.00299495429091633,0.0611215161411495,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CPTP,-0.158564907139159,0.00223644404346188,0.0501444852794144,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TAS1R3,-0.0576731406459144,0.409703979175516,0.764599702607936,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
DVL1,-0.0328268717049182,0.5690796668306,0.85727998231023,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MIR6808,-0.0720212920179482,0.15229956440653,0.513138694092083,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MXRA8,-0.014793293975684,0.881678997072548,0.970875710101482,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
AURKAIP1,-0.0562124511545975,0.341998928353703,0.719185725346533,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CCNL2,-0.100121786831309,0.0658636449756241,0.346788238315268,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MRPL20-AS1,-0.129088330323254,0.0520899624697166,0.311228930989059,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ANKRD65,0.0129928565375762,0.695605595977886,0.910667415918941,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TMEM88B,-0.0164667573124732,0.89413497872097,0.974215492178002,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
VWA1,0.00759047850942867,0.0838616825077625,0.391693986491184,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
LINC01770,0.0133175536932147,0.0696284474078588,0.355247180652341,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ATAD3A,0.0256489294632088,0.536163392499589,0.840799702494476,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TMEM240,0.112325738916467,0.0247616232646964,0.208857365268679,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SSU72,0.0696916500125951,0.0343647842911345,0.248184705421794,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
FNDC10,-0.00158115815736992,0.853683622876674,0.964941361904231,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MIB2,-0.0029189440083833,0.860943292449917,0.9676781976508,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MMP23B,0.0154723728748685,0.479160324808181,0.805717714491645,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
NADK,0.00995142829977384,0.764486749266703,0.933196538468238,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
GNB1,-0.00377804458750427,0.996422900199099,0.999120525618269,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CALML6,-0.00623497731886971,0.912292383589623,0.978176038066901,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TMEM52,0.0089005036022175,0.58666739568769,0.864653494012807,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CFAP74,0.0687631866310479,0.134187447277592,0.486600274783593,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PRKCZ,0.020255006028597,0.501585744093881,0.820481449871163,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
FAAP20,-0.0322415782401042,0.515558009354402,0.829167568049439,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SKI,-0.0109746197218229,0.75300175925514,0.93066677860689,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MORN1,-0.000138777870050868,0.716962429775824,0.918476082213457,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
RER1,-0.0540355527384157,0.283708957130552,0.668651796206815,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PEX10,0.00672284597581979,0.585545643269388,0.864397242286864,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PLCH2,0.0182823536258108,0.729759847962635,0.922331020663855,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PANK4,0.0794500783842668,0.00990495877207297,0.126500112031583,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
HES5,0.127964184974299,0.000680080178383006,0.0250010841044687,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p<0.05 & log2FC>0.1,Accessible in invasive-high OPC/NPC1,HES5
TNFRSF14-AS1,0.0300060720496044,0.145767534066758,0.504683942461212,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PRXL2B,-0.0356474023367452,0.731643975044154,0.923093584461461,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TTC34,-0.0767342961550185,0.00246526959509468,0.053360813746638,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ACTRT2,0.0651974713762815,0.0859515753334889,0.398292749460097,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
LINC00982,-0.0376415544112779,0.551130098866915,0.846733554850358,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PRDM16,0.0144855380779878,0.0306043064515325,0.234229219782882,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ARHGEF16,-0.0159049105325892,0.417240316352124,0.769520226046278,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MEGF6,-0.030920620471511,0.115084881078519,0.454811203126712,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MIR551A,-0.0880770535425451,0.00646626316600868,0.0985710848476932,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TPRG1L,0.0448604108621149,0.0662355494788772,0.347328523748701,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TP73,0.10577797153434,3.28554600431457e-05,0.00271532727629303,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p<0.05 & log2FC>0.1,Accessible in invasive-high OPC/NPC1,TP73
SMIM1,0.0370803407380125,0.236071405445392,0.621162151591207,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
LRRC47,-0.0317971002293916,0.535493778283103,0.840799702494476,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
C1orf174,-0.110482363135505,0.0150189220528565,0.160383980311028,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
LINC01134,-0.0744657652497567,0.0801514425243136,0.381512617895736,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
AJAP1,0.0872686992207065,0.095647897424769,0.418701959019286,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
NPHP4,0.0244703171121853,0.196236832719424,0.575305871355683,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
KCNAB2,0.0521751215787144,0.0149275519069902,0.160091229446825,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
GPR153,-0.0182543914074753,0.474079338947839,0.800973113918195,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ACOT7,-0.0417597020884144,0.366284501713698,0.736539825653433,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ESPN,-0.0121673565578693,0.871315417148136,0.968687638437065,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MIR4252,0.0417228599559485,0.254725102710293,0.64107564575502,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PLEKHG5,0.0486745814762038,0.0531980681180971,0.314918920384408,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ZBTB48,-0.00443921310619611,0.746595791199113,0.928318389545877,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
KLHL21,-0.0551003047355442,0.478845499803309,0.80532374672605,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PHF13,-0.0540659955442264,0.616386895684062,0.878578273339102,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CAMTA1,0.0490046371711672,0.00191535488978283,0.0456532219914487,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PARK7,-0.0216036288724596,0.795373870038087,0.942522963200875,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ERRFI1,-0.00428624855390685,0.235913160874449,0.621162151591207,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
LINC01714,-0.0755521264653473,0.462692161173095,0.795003713355834,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SLC45A1,-0.0272211404558967,0.79924187569831,0.943280863564629,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
RERE,0.0122400644049906,0.0722635743807516,0.362041955815389,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
RERE-AS1,0.01021341073742,0.294495233141061,0.676330340981497,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ENO1,0.0168686149915101,0.160518943589063,0.526809791890592,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ENO1-AS1,-0.0249518318868369,0.808652814225711,0.947122059294579,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CA6,0.0520594730083108,0.279846089956472,0.665800691894872,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
H6PD,-0.0342487641641276,0.460228766255603,0.793888684633298,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SPSB1,0.0904239286946537,7.8039852154113e-06,0.000867109468379033,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SLC25A33,0.014900067259111,0.328191681569528,0.707614664876085,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TMEM201,0.0354934676624186,0.136874498034402,0.491267403799084,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PIK3CD,0.0219806826168171,0.408670378648561,0.764155532252358,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CLSTN1,0.0564608262009707,0.0313632930478379,0.237087826458522,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CTNNBIP1,0.027253292871184,0.166036028661327,0.532166758529896,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
UBE4B,0.0283770081197224,0.104202703242717,0.436425711194478,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
KIF1B,0.0150151390887613,0.385434579696086,0.749534394830126,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PGD,0.056677221927083,0.0546727814306771,0.318791728458759,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PEX14,-0.00851884293574788,0.962146764917981,0.99138291296204,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CASZ1,0.055223992968889,0.0105300300951909,0.131515049169812,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
C1orf127,0.105349954763921,0.000560603863107026,0.0218742861634229,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p<0.05 & log2FC>0.1,Accessible in invasive-high OPC/NPC1,C1orf127
SRM,-0.0229140368400928,0.817423051282574,0.951274821396926,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MTOR,0.037739824488139,0.0581577766125459,0.326545629492116,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ANGPTL7,0.00601826880873467,0.365698567184919,0.73620609455935,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
UBIAD1,-0.00692621661844842,0.943812002588254,0.987582152929326,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
DISP3,0.063317090622586,0.142114111722855,0.49843785924048,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
FBXO2,0.0682190570167139,0.0974002230736285,0.422011365137038,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
FBXO44,0.0829176909114635,0.0485640769578649,0.300334427692424,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MAD2L2,0.0260929244891457,0.313097828337932,0.694262968994089,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
DRAXIN,-0.00225061522819642,0.983162903137461,0.99501577345307,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
AGTRAP,-0.0145234645251631,0.954637679375375,0.989355712432004,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MTHFR,-0.0577465474628133,0.91728715604717,0.979066235507706,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CLCN6,-0.0595546295966383,0.646807275136474,0.888798695808308,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
RNU5E-1,-0.0286029583527458,0.880990943632022,0.970766194134088,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
KIAA2013,-0.0175986464666126,0.661081748747654,0.8965602612357,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PLOD1,-0.00826773828296077,0.39738007755564,0.756834239373909,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TNFRSF8,-0.0336162851859492,0.854349041407921,0.965039016613488,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
VPS13D,-0.00728442337892759,0.584625871784396,0.863426187836946,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
DHRS3,-0.0405588422280297,0.707636411703642,0.914376046184455,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
MIR6730,-0.0127453958063898,0.81201214699317,0.948299136605892,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PRDM2,-0.0290138614940842,0.500743304214896,0.819681296799633,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
KAZN,0.0430206219789705,0.0206901777956379,0.190104747696039,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
TMEM51,0.108170218949079,0.000562169154399969,0.0218742861634229,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p<0.05 & log2FC>0.1,Accessible in invasive-high OPC/NPC1,TMEM51
FHAD1,0.0867976769224658,0.00732137456053816,0.106533655213109,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
EFHD2,0.063144877997448,0.118216404261825,0.459628321391232,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CASP9,0.0836813398613535,0.000382235241215584,0.0167199846584037,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
DNAJC16,0.0550650699540441,0.00792837416532853,0.111510185166365,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
PLEKHM2,0.0920233757464416,0.00218627252747595,0.0493430908010855,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
FBLIM1,0.0629852880844485,0.0153632748546193,0.16274655566334,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
FLJ37453,-0.0297942711312401,0.954728262496884,0.989355712432004,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
SPEN,-0.00578679683838427,0.731129466476334,0.923033755103852,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ZBTB17,0.0466295430201568,0.0395382350480892,0.269150681062554,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
FAM131C,0.147305509322185,0.00105880133414869,0.0321824113723005,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p<0.05 & log2FC>0.1,Accessible in invasive-high OPC/NPC1,FAM131C
EPHA2,0.0597554647977873,0.0337783382683848,0.245660641951889,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
ARHGEF19,0.0699370586698114,0.000234983007538979,0.0119889289560704,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
CPLANE2,-0.0165589250572112,0.98058096069463,0.994870237810909,Invasive-high_OPC_NPC1_vs_All,Invasive-high_OPC_NPC1_vs_All,adj_p>=0.05 or log2FC<0.1,Not significant,
