"","hgnc_symbol","gene_biotype"
"6001","SH3TC2","protein_coding"
"6002","RSPH6A","protein_coding"
"6003","ASAH2","protein_coding"
"6004","NPBWR2","protein_coding"
"6005","TMEM225B","protein_coding"
"6006","PCMTD2","protein_coding"
"6007","ZSCAN25","protein_coding"
"6008","CZIB","protein_coding"
"6009","PDE6G","protein_coding"
"6010","SSTR4","protein_coding"
"6011","THBD","protein_coding"
"6012","FRMPD3","protein_coding"
"6013","RGS19","protein_coding"
"6014","FAM151A","protein_coding"
"6015","ZNF426","protein_coding"
"6016","INTS3","protein_coding"
"6017","OXLD1","protein_coding"
"6018","CYP3A7","protein_coding"
"6019","CCDC137","protein_coding"
"6020","LKAAEAR1","protein_coding"
"6021","SLC7A6OS","protein_coding"
"6022","TRAPPC2","protein_coding"
"6023","EMILIN3","protein_coding"
"6024","LIME1","protein_coding"
"6025","FXYD4","protein_coding"
"6026","MRPL12","protein_coding"
"6027","ZNF561","protein_coding"
"6028","GJC3","protein_coding"
"6029","HNRNPF","protein_coding"
"6030","CNTNAP2","protein_coding"
"6031","PHC1","protein_coding"
"6032","NAALADL2","protein_coding"
"6033","SMPD3","protein_coding"
"6034","SLC25A10","protein_coding"
"6035","HAUS4","protein_coding"
"6036","EXOSC9","protein_coding"
"6037","ABHD16B","protein_coding"
"6038","TPD52L2","protein_coding"
"6039","ALDH5A1","protein_coding"
"6040","ZNF239","protein_coding"
"6041","DNAH7","protein_coding"
"6042","ZNF485","protein_coding"
"6043","TMEM35A","protein_coding"
"6044","CENPI","protein_coding"
"6045","ZNF32","protein_coding"
"6046","FSCN2","protein_coding"
"6047","SMDT1","protein_coding"
"6048","CCNJ","protein_coding"
"6049","NDUFA6","protein_coding"
"6050","PNPLA2","protein_coding"
"6051","OSBPL9","protein_coding"
"6052","GABRA6","protein_coding"
"6053","HAUS7","protein_coding"
"6054","DHX36","protein_coding"
"6055","MLYCD","protein_coding"
"6056","RECQL5","protein_coding"
"6057","CYP2D7","protein_coding"
"6058","PRF1","protein_coding"
"6059","OSGIN1","protein_coding"
"6060","ADAMTS14","protein_coding"
"6061","SRRM3","protein_coding"
"6062","ZNF562","protein_coding"
"6063","SNCAIP","protein_coding"
"6064","YWHAG","protein_coding"
"6065","TDP2","protein_coding"
"6066","SSC4D","protein_coding"
"6067","GATAD2B","protein_coding"
"6068","HSDL1","protein_coding"
"6069","M6PR","protein_coding"
"6070","CRACR2B","protein_coding"
"6071","SAT1","protein_coding"
"6072","ZP3","protein_coding"
"6073","PCBD1","protein_coding"
"6074","DPP10","protein_coding"
"6075","ACOT13","protein_coding"
"6076","SLC27A3","protein_coding"
"6077","TBATA","protein_coding"
"6078","FBXL12","protein_coding"
"6079","MAGEB1","protein_coding"
"6080","TLX1","protein_coding"
"6081","OR13H1","protein_coding"
"6082","TBC1D7","protein_coding"
"6083","SPACA5B","protein_coding"
"6084","DNAAF1","protein_coding"
"6085","KLRG1","protein_coding"
"6086","STARD8","protein_coding"
"6087","CALHM2","protein_coding"
"6088","TTYH1","protein_coding"
"6089","CRPPA","protein_coding"
"6090","CCNA2","protein_coding"
"6091","DNAJC5","protein_coding"
"6092","CALHM1","protein_coding"
"6093","CALHM3","protein_coding"
"6094","EHD2","protein_coding"
"6095","PZP","protein_coding"
"6096","MLDHR","protein_coding"
"6097","CD151","protein_coding"
"6098","ADAD2","protein_coding"
"6099","BBS7","protein_coding"
"6100","SOSTDC1","protein_coding"
"6101","PTPN20","protein_coding"
"6102","UCKL1","protein_coding"
"6103","NOP53","protein_coding"
"6104","MAGEB3","protein_coding"
"6105","LRRC72","protein_coding"
"6106","CXorf49B","protein_coding"
"6107","GCNA","protein_coding"
"6108","ACTB","protein_coding"
"6109","ZNF512B","protein_coding"
"6110","SLC38A8","protein_coding"
"6111","SAMD10","protein_coding"
"6112","OPN1MW2","protein_coding"
"6113","CTSV","protein_coding"
"6114","LRFN5","protein_coding"
"6115","SMIM6","protein_coding"
"6116","ITGAM","protein_coding"
"6117","OR4M1","protein_coding"
"6118","CYP2D6","protein_coding"
"6119","MAGEA9B","protein_coding"
"6120","OR6J1","protein_coding"
"6121","OR14I1","protein_coding"
"6122","LENG8","protein_coding"
"6123","SAP30BP","protein_coding"
"6124","OR10G3","protein_coding"
"6125","OR2G6","protein_coding"
"6126","OR2T29","protein_coding"
"6127","OR2T34","protein_coding"
"6128","OR2T10","protein_coding"
"6129","FAM236D","protein_coding"
"6130","OR2T11","protein_coding"
"6131","OR2T35","protein_coding"
"6132","OR2T27","protein_coding"
"6133","ACTRT1","protein_coding"
"6134","CXorf49","protein_coding"
"6135","PIKFYVE","protein_coding"
"6136","TBX5","protein_coding"
"6137","CTAG1B","protein_coding"
"6138","RALGAPA1","protein_coding"
"6139","TRPC3","protein_coding"
"6140","CTAG2","protein_coding"
"6141","ZNF552","protein_coding"
"6142","AMOT","protein_coding"
"6143","MACROD2","protein_coding"
"6144","EPM2A","protein_coding"
"6145","ZNF587B","protein_coding"
"6146","LENG9","protein_coding"
"6147","CDC42EP5","protein_coding"
"6148","SH3BP1","protein_coding"
"6149","ZNF587","protein_coding"
"6150","LAIR2","protein_coding"
"6151","MECOM","protein_coding"
"6152","FSCN1","protein_coding"
"6153","INHBC","protein_coding"
"6154","RECK","protein_coding"
"6155","ZNF417","protein_coding"
"6156","POLR2L","protein_coding"
"6157","GLI1","protein_coding"
"6158","KIR3DX1","protein_coding"
"6159","FLRT3","protein_coding"
"6160","SLC4A9","protein_coding"
"6161","ZNF256","protein_coding"
"6162","FAM156A","protein_coding"
"6163","C19orf18","protein_coding"
"6164","SMARCD3","protein_coding"
"6165","CHID1","protein_coding"
"6166","IL4I1","protein_coding"
"6167","L3MBTL1","protein_coding"
"6168","FBXL5","protein_coding"
"6169","LILRA2","protein_coding"
"6170","FIG4","protein_coding"
"6171","ARHGAP9","protein_coding"
"6172","GNE","protein_coding"
"6173","ITGAX","protein_coding"
"6174","VWC2L","protein_coding"
"6175","PAGE3","protein_coding"
"6176","LGALS1","protein_coding"
"6177","SSX4B","protein_coding"
"6178","EPB41L5","protein_coding"
"6179","NOL12","protein_coding"
"6180","MPC1L","protein_coding"
"6181","DMRTC1B","protein_coding"
"6182","DMTF1","protein_coding"
"6183","SIGLEC11","protein_coding"
"6184","LILRA1","protein_coding"
"6185","H3-3B","protein_coding"
"6186","PLA2G6","protein_coding"
"6187","GMPR","protein_coding"
"6188","PPP6C","protein_coding"
"6189","FAM200B","protein_coding"
"6190","OPRL1","protein_coding"
"6191","ITGAD","protein_coding"
"6192","LILRB1","protein_coding"
"6193","UNK","protein_coding"
"6194","UBD","protein_coding"
"6195","RABEPK","protein_coding"
"6196","VRK3","protein_coding"
"6197","ANKHD1","protein_coding"
"6198","WBP2","protein_coding"
"6199","HSPA5","protein_coding"
"6200","MOG","protein_coding"
"6201","COX6A2","protein_coding"
"6202","ZNF843","protein_coding"
"6203","ARMC5","protein_coding"
"6204","BST1","protein_coding"
"6205","KCNJ5","protein_coding"
"6206","ACO1","protein_coding"
"6207","MARS1","protein_coding"
"6208","C11orf65","protein_coding"
"6209","GYPC","protein_coding"
"6210","TGFB1I1","protein_coding"
"6211","OPN4","protein_coding"
"6212","CCDC74B","protein_coding"
"6213","BNIP3","protein_coding"
"6214","MZT2B","protein_coding"
"6215","POFUT1","protein_coding"
"6216","TUBA3E","protein_coding"
"6217","XG","protein_coding"
"6218","SMPD4","protein_coding"
"6219","MYL1","protein_coding"
"6220","CYP2E1","protein_coding"
"6221","NANP","protein_coding"
"6222","ZNF337","protein_coding"
"6223","TRIM47","protein_coding"
"6224","CRYAB","protein_coding"
"6225","PARS2","protein_coding"
"6226","DDT","protein_coding"
"6227","CEP250","protein_coding"
"6228","TRIM65","protein_coding"
"6229","SULT1E1","protein_coding"
"6230","MAP3K13","protein_coding"
"6231","ZYG11B","protein_coding"
"6232","RAB6C","protein_coding"
"6233","ANAPC1","protein_coding"
"6234","TPTEP2-CSNK1E","protein_coding"
"6235","MRPL38","protein_coding"
"6236","KCNJ4","protein_coding"
"6237","SYCE1","protein_coding"
"6238","KDELR3","protein_coding"
"6239","MAMLD1","protein_coding"
"6240","TTC4","protein_coding"
"6241","CSN1S1","protein_coding"
"6242","DDX17","protein_coding"
"6243","HSD17B10","protein_coding"
"6244","GSTT2","protein_coding"
"6245","KLF17","protein_coding"
"6246","GSTT1","protein_coding"
"6247","SPRN","protein_coding"
"6248","PLPP3","protein_coding"
"6249","NDUFB6","protein_coding"
"6250","ATOH7","protein_coding"
"6251","ZFP92","protein_coding"
"6252","TEN1-CDK3","protein_coding"
"6253","HSPB2","protein_coding"
"6254","PBLD","protein_coding"
"6255","H2BW1","protein_coding"
"6256","HSPB2-C11orf52","protein_coding"
"6257","CT45A10","protein_coding"
"6258","ANKHD1-EIF4EBP3","protein_coding"
"6259","TEN1","protein_coding"
"6260","C11orf52","protein_coding"
"6261","PDZD4","protein_coding"
"6262","TAF1L","protein_coding"
"6263","TOPORS","protein_coding"
"6264","MAP4K5","protein_coding"
"6265","C22orf15","protein_coding"
"6266","SNIP1","protein_coding"
"6267","NOTCH1","protein_coding"
"6268","DIXDC1","protein_coding"
"6269","EVPL","protein_coding"
"6270","LILRB4","protein_coding"
"6271","VEPH1","protein_coding"
"6272","HNRNPH3","protein_coding"
"6273","SGPP2","protein_coding"
"6274","CPT2","protein_coding"
"6275","GTF3C4","protein_coding"
"6276","PCDH11X","protein_coding"
"6277","TST","protein_coding"
"6278","CRACDL","protein_coding"
"6279","MBD6","protein_coding"
"6280","AK8","protein_coding"
"6281","ELFN2","protein_coding"
"6282","EIF4EBP3","protein_coding"
"6283","MFNG","protein_coding"
"6284","TANC1","protein_coding"
"6285","SMARCB1","protein_coding"
"6286","ZNF37A","protein_coding"
"6287","SPACA9","protein_coding"
"6288","NDUFA2","protein_coding"
"6289","SLC5A2","protein_coding"
"6290","DYNC1H1","protein_coding"
"6291","SRP68","protein_coding"
"6292","FOXJ3","protein_coding"
"6293","GFI1B","protein_coding"
"6294","DND1","protein_coding"
"6295","PIP4K2C","protein_coding"
"6296","ABCB11","protein_coding"
"6297","HNF4A","protein_coding"
"6298","TACR2","protein_coding"
"6299","CARD10","protein_coding"
"6300","ZNF41","protein_coding"
"6301","G6PC2","protein_coding"
"6302","ZNF473","protein_coding"
"6303","HARS2","protein_coding"
"6304","ZMIZ1","protein_coding"
"6305","TMEFF2","protein_coding"
"6306","STATH","protein_coding"
"6307","PNMA3","protein_coding"
"6308","NKAPD1","protein_coding"
"6309","SPC25","protein_coding"
"6310","ZNF674","protein_coding"
"6311","HLA-F","protein_coding"
"6312","AHSP","protein_coding"
"6313","HTN1","protein_coding"
"6314","SLC49A4","protein_coding"
"6315","MNT","protein_coding"
"6316","DTX3","protein_coding"
"6317","FOXD4","protein_coding"
"6318","NOSTRIN","protein_coding"
"6319","PSAP","protein_coding"
"6320","ASPDH","protein_coding"
"6321","METTL16","protein_coding"
"6322","CHST2","protein_coding"
"6323","CDIPT","protein_coding"
"6324","WASHC2C","protein_coding"
"6325","PRR27","protein_coding"
"6326","LRSAM1","protein_coding"
"6327","USP51","protein_coding"
"6328","TIMM8B","protein_coding"
"6329","DMRTC1","protein_coding"
"6330","ARHGEF25","protein_coding"
"6331","SEMA5B","protein_coding"
"6332","ABCA12","protein_coding"
"6333","LRRC4B","protein_coding"
"6334","TEX12","protein_coding"
"6335","HTN3","protein_coding"
"6336","FAM133A","protein_coding"
"6337","F9","protein_coding"
"6338","COIL","protein_coding"
"6339","TMC4","protein_coding"
"6340","BCO2","protein_coding"
"6341","SYT3","protein_coding"
"6342","JCHAIN","protein_coding"
"6343","SCPEP1","protein_coding"
"6344","CDC42EP1","protein_coding"
"6345","TUT4","protein_coding"
"6346","TMEM14B","protein_coding"
"6347","SOWAHB","protein_coding"
"6348","B4GALNT1","protein_coding"
"6349","KLB","protein_coding"
"6350","LGALS2","protein_coding"
"6351","ZKSCAN5","protein_coding"
"6352","C19orf81","protein_coding"
"6353","FATE1","protein_coding"
"6354","GPR32","protein_coding"
"6355","TTLL8","protein_coding"
"6356","ACP4","protein_coding"
"6357","MAGEA4","protein_coding"
"6358","CTSA","protein_coding"
"6359","LIAS","protein_coding"
"6360","RAC2","protein_coding"
"6361","KLK1","protein_coding"
"6362","TMEM130","protein_coding"
"6363","ASPHD1","protein_coding"
"6364","ZFP14","protein_coding"
"6365","ZFP82","protein_coding"
"6366","ACIN1","protein_coding"
"6367","AKAP1","protein_coding"
"6368","TGOLN2","protein_coding"
"6369","MAGED4","protein_coding"
"6370","ZNF260","protein_coding"
"6371","RETSAT","protein_coding"
"6372","CRYGD","protein_coding"
"6373","AOC1","protein_coding"
"6374","TSPAN31","protein_coding"
"6375","CAMK1D","protein_coding"
"6376","ZNF529","protein_coding"
"6377","CRYGC","protein_coding"
"6378","ATR","protein_coding"
"6379","APOL1","protein_coding"
"6380","GPC4","protein_coding"
"6381","PTS","protein_coding"
"6382","FASTKD2","protein_coding"
"6383","ZMAT2","protein_coding"
"6384","ALDOA","protein_coding"
"6385","HIPK4","protein_coding"
"6386","GAL3ST2","protein_coding"
"6387","CDK4","protein_coding"
"6388","SERTAD1","protein_coding"
"6389","MICU1","protein_coding"
"6390","NEU4","protein_coding"
"6391","GPR173","protein_coding"
"6392","SERTAD3","protein_coding"
"6393","RNF216","protein_coding"
"6394","TSPYL2","protein_coding"
"6395","PLET1","protein_coding"
"6396","PSG6","protein_coding"
"6397","MAK","protein_coding"
"6398","KLF18","protein_coding"
"6399","SYCN","protein_coding"
"6400","CLEC17A","protein_coding"
"6401","TANK","protein_coding"
"6402","MAGOH","protein_coding"
"6403","MSI2","protein_coding"
"6404","AADACL2","protein_coding"
"6405","CDKN2C","protein_coding"
"6406","FMR1NB","protein_coding"
"6407","PHF14","protein_coding"
"6408","GAS2L1","protein_coding"
"6409","MARCHF9","protein_coding"
"6410","TAB3","protein_coding"
"6411","METTL1","protein_coding"
"6412","C1orf87","protein_coding"
"6413","RBP4","protein_coding"
"6414","EEF1AKMT3","protein_coding"
"6415","RTP5","protein_coding"
"6416","PDCD1","protein_coding"
"6417","UGDH","protein_coding"
"6418","TEAD2","protein_coding"
"6419","ARHGAP21","protein_coding"
"6420","MAGEA10","protein_coding"
"6421","TSFM","protein_coding"
"6422","LILRB3","protein_coding"
"6423","ZSWIM5","protein_coding"
"6424","GCM2","protein_coding"
"6425","RIMBP3B","protein_coding"
"6426","FAM246A","protein_coding"
"6427","ZFP57","protein_coding"
"6428","MRTFA","protein_coding"
"6429","MED12","protein_coding"
"6430","WTAP","protein_coding"
"6431","OR4C46","protein_coding"
"6432","OMA1","protein_coding"
"6433","CEP41","protein_coding"
"6434","OR52L1","protein_coding"
"6435","CUEDC1","protein_coding"
"6436","OR56B4","protein_coding"
"6437","CALCRL","protein_coding"
"6438","OR8A1","protein_coding"
"6439","SLC35D1","protein_coding"
"6440","C12orf50","protein_coding"
"6441","GUCY1A2","protein_coding"
"6442","SLC33A1","protein_coding"
"6443","VEZF1","protein_coding"
"6444","RPL9","protein_coding"
"6445","ACAT2","protein_coding"
"6446","CHURC1-FNTB","protein_coding"
"6447","SRSF1","protein_coding"
"6448","RLIG1","protein_coding"
"6449","TCP1","protein_coding"
"6450","EEF1A2","protein_coding"
"6451","RAB15","protein_coding"
"6452","TM4SF4","protein_coding"
"6453","ANKRD44","protein_coding"
"6454","SLC37A2","protein_coding"
"6455","DYNLL2","protein_coding"
"6456","FMR1","protein_coding"
"6457","MRPS34","protein_coding"
"6458","EPX","protein_coding"
"6459","GHSR","protein_coding"
"6460","TRIM43","protein_coding"
"6461","ANKRD40CL","protein_coding"
"6462","PROM2","protein_coding"
"6463","GPR149","protein_coding"
"6464","JMJD1C","protein_coding"
"6465","LRRC43","protein_coding"
"6466","BLCAP","protein_coding"
"6467","FAHD2A","protein_coding"
"6468","NME2","protein_coding"
"6469","NUBP2","protein_coding"
"6470","TRMT10A","protein_coding"
"6471","LILRA6","protein_coding"
"6472","JOSD2","protein_coding"
"6473","TAMM41","protein_coding"
"6474","TLX3","protein_coding"
"6475","IL31","protein_coding"
"6476","NNAT","protein_coding"
"6477","CLSTN2","protein_coding"
"6478","FNTB","protein_coding"
"6479","B3GNT4","protein_coding"
"6480","LRP8","protein_coding"
"6481","FGF18","protein_coding"
"6482","NINL","protein_coding"
"6483","TLCD5","protein_coding"
"6484","MEIOSIN","protein_coding"
"6485","C2orf88","protein_coding"
"6486","FOXI1","protein_coding"
"6487","RAX2","protein_coding"
"6488","IKBIP","protein_coding"
"6489","KLHL24","protein_coding"
"6490","KCNMB1","protein_coding"
"6491","ZNF724","protein_coding"
"6492","MRPL52","protein_coding"
"6493","PSMD14","protein_coding"
"6494","NDEL1","protein_coding"
"6495","USP47","protein_coding"
"6496","SIGLEC1","protein_coding"
"6497","HAT1","protein_coding"
"6498","METAP1D","protein_coding"
"6499","LCP2","protein_coding"
"6500","LAMB1","protein_coding"
"6501","DLX1","protein_coding"
"6502","TBX1","protein_coding"
"6503","SLC25A12","protein_coding"
"6504","VCP","protein_coding"
"6505","DYNC1I2","protein_coding"
"6506","INO80D","protein_coding"
"6507","SMC3","protein_coding"
"6508","LILRB5","protein_coding"
"6509","MED26","protein_coding"
"6510","MRPL18","protein_coding"
"6511","EDEM2","protein_coding"
"6512","SH3BP4","protein_coding"
"6513","PNLDC1","protein_coding"
"6514","PIN1","protein_coding"
"6515","NDUFS1","protein_coding"
"6516","AANAT","protein_coding"
"6517","IL17RD","protein_coding"
"6518","IGFALS","protein_coding"
"6519","CCDC196","protein_coding"
"6520","UQCC1","protein_coding"
"6521","LZTR1","protein_coding"
"6522","HAGH","protein_coding"
"6523","ZNF652","protein_coding"
"6524","XRCC1","protein_coding"
"6525","RPL7L1","protein_coding"
"6526","ZDHHC22","protein_coding"
"6527","SLC4A10","protein_coding"
"6528","KIF5C","protein_coding"
"6529","MYPN","protein_coding"
"6530","GSTZ1","protein_coding"
"6531","HARS1","protein_coding"
"6532","C6orf226","protein_coding"
"6533","MYRFL","protein_coding"
"6534","PTCRA","protein_coding"
"6535","ELF5","protein_coding"
"6536","MAPK10","protein_coding"
"6537","GNMT","protein_coding"
"6538","LDB3","protein_coding"
"6539","PEX6","protein_coding"
"6540","KCNMB4","protein_coding"
"6541","A2M","protein_coding"
"6542","WDR18","protein_coding"
"6543","DPYSL4","protein_coding"
"6544","JMJD6","protein_coding"
"6545","PITPNB","protein_coding"
"6546","DNAJC13","protein_coding"
"6547","PPP2R5D","protein_coding"
"6548","VAC14","protein_coding"
"6549","PHOSPHO1","protein_coding"
"6550","PAK1","protein_coding"
"6551","JAKMIP3","protein_coding"
"6552","GOSR1","protein_coding"
"6553","HAO1","protein_coding"
"6554","TMED8","protein_coding"
"6555","PURA","protein_coding"
"6556","IGIP","protein_coding"
"6557","NUDT14","protein_coding"
"6558","CYSTM1","protein_coding"
"6559","TMX4","protein_coding"
"6560","PLCB1","protein_coding"
"6561","PFDN1","protein_coding"
"6562","BDH1","protein_coding"
"6563","MN1","protein_coding"
